매출_일련번호,매출년월,시간대_G2,매출금액,연령대_10세,성별,추정라이프스테이지,추정직업군,추정연소득구간,페르소나_1인가구_등급,페르소나_1인가구_스코어,페르소나_액티브시니어_등급,페르소나_액티브시니어_스코어,페르소나_반려동물보유_등급,페르소나_반려동물보유_스코어,페르소나_온라인쇼핑_등급,페르소나_온라인쇼핑_스코어,페르소나_건강관심_등급,페르소나_건강관심_스코어,페르소나_자녀교육관심_등급,페르소나_자녀교육관심_스코어,페르소나_문화활동관심_등급,페르소나_문화활동관심_스코어,페르소나_프리미엄소비_등급,페르소나_프리미엄소비_스코어,페르소나_가격민감_등급,페르소나_가격민감_스코어,페르소나_얼리어답터_등급,페르소나_얼리어답터_스코어,페르소나_아웃도어활동관심_등급,페르소나_아웃도어활동관심_스코어,페르소나_국내여행관심_등급,페르소나_국내여행관심_스코어,페르소나_해외여행관심_등급,페르소나_해외여행관심_스코어,페르소나_배달식선호_등급,페르소나_배달식선호_스코어,페르소나_간편식선호_등급,페르소나_간편식선호_스코어,페르소나_밀키트선호_등급,페르소나_밀키트선호_스코어,개인신용판매_이용금액_등급,주점업종_이용금액_등급,주류판매점업종_이용금액_등급,제과아이스크림업종_이용금액_등급,커피음료업종_이용금액_등급,한식업종_이용금액_등급,일식업종_이용금액_등급,중식업종_이용금액_등급,양식업종_이용금액_등급,부페업종_이용금액_등급,패스트푸드업종_이용금액_등급,간이음식점업종_이용금액_등급,할인점업종_이용금액_등급,마트업종_이용금액_등급,백화점업종_이용금액_등급,편의점업종_이용금액_등급,배달앱업종_이용금액_등급,현금서비스사용여부,가맹점_소재_광역시도,가맹점_소재_시군구,가맹점_소재_행정동,가맹점_지역_상권유형_(추정),매출발생요일,매출발생일_휴일여부,점포번호,포스번호,매출번호,구매수량,제품코드,제품코드명,제품금액,제품수량,제품대분류코드,제품대분류코드명,제품중분류코드,제품중분류코드명,제품소분류코드,제품소분류코드명
572,202010,06-12,93345,30대,F,자영업,무직,0-2000,5,0.0188,3,0.217,5,0.9437,1,0.9072,5,0.9933,2,0.1457,4,0.323,1,0.4292,3,0.1776,3,0.9427,2,0.0774,1,0.1188,4,0.8444,3,0.3243,4,0.1584,3,0.6169,2,4,5,1,5,4,3,1,4,3,3,5,4,1,5,2,2,N,충남,시군구1,행정동4,상권유형B,Saturday,N,194,75,148781,7,P17683,생필품,30337,3,300,서비스,110,음료,111,콜라
573,202009,12-18,73319,30대,M,학생,서비스직,8000+,1,0.5012,4,0.3036,3,0.8025,4,0.3113,4,0.3225,2,0.5525,4,0.241,3,0.4545,3,0.5883,3,0.9337,5,0.4793,1,0.6894,2,0.764,2,0.1386,4,0.0358,3,0.4678,3,1,3,4,4,4,2,3,5,1,4,3,1,1,5,4,2,N,전남,시군구1,행정동4,상권유형B,Sunday,N,71,31,116775,9,P74397,생필품,40544,4,100,식음료,110,음료,112,사이다
574,202006,18-24,39757,50대,F,자영업,무직,8000+,2,0.8627,3,0.5298,4,0.4002,5,0.8002,4,0.902,3,0.2432,3,0.2295,5,0.3203,2,0.7953,3,0.997,2,0.7878,4,0.7376,2,0.6708,2,0.5362,5,0.3054,2,0.1423,1,4,4,1,1,2,4,2,2,2,3,4,4,1,4,3,5,N,대구,시군구2,행정동1,상권유형B,Friday,N,416,45,119061,2,P20050,도시락,23457,2,100,식음료,310,헬스,122,초콜릿
575,202006,00-06,77521,30대,F,학생,전문의,8000+,4,0.326,2,0.7967,5,0.9508,1,0.1692,1,0.8061,1,0.0165,3,0.4849,1,0.6688,1,0.5888,2,0.1565,5,0.3586,3,0.7214,3,0.0478,3,0.3413,4,0.3379,2,0.5304,3,2,3,2,3,5,5,2,4,2,5,4,2,5,4,3,3,N,광주,시군구1,행정동3,상권유형B,Monday,N,317,5,188093,8,P83865,생필품,8837,2,100,식음료,220,의류,111,콜라
576,202010,06-12,33596,30대,F,직장인,사무직,2000-4000,4,0.1282,5,0.4618,5,0.5246,3,0.7456,1,0.068,4,0.8669,2,0.2238,1,0.4853,1,0.5297,5,0.0036,5,0.0271,3,0.4702,2,0.8359,4,0.6078,1,0.811,3,0.3983,3,4,4,3,5,2,1,4,3,4,1,2,3,5,5,4,4,N,강원,시군구3,행정동4,상권유형B,Friday,N,224,79,134565,3,P48910,음료,9276,1,300,서비스,220,의류,111,콜라
577,202105,12-18,27821,70대,F,학생,무직,4000-6000,2,0.9822,2,0.2277,4,0.0226,5,0.557,1,0.3342,1,0.4917,2,0.6485,5,0.0741,4,0.8477,5,0.4373,5,0.3032,2,0.8432,1,0.4712,1,0.3679,4,0.4356,4,0.6456,5,3,3,2,2,2,5,5,3,5,2,1,5,4,2,3,2,N,충북,시군구3,행정동1,상권유형C,Monday,N,43,50,192341,8,P82302,음료,29951,3,200,생활,210,주택,121,과자
578,202012,18-24,45653,20대,F,학생,생산직,8000+,1,0.6767,2,0.9935,3,0.26,3,0.175,1,0.219,5,0.7817,1,0.0748,4,0.3481,4,0.0108,1,0.7333,4,0.6821,2,0.6058,4,0.0983,5,0.1164,4,0.7368,5,0.0895,2,2,2,2,5,4,3,1,4,4,2,4,1,1,3,3,5,N,강원,시군구5,행정동5,상권유형B,Monday,N,130,89,136314,1,P21315,음료,7624,1,200,생활,110,음료,121,과자
579,202104,00-06,96961,30대,M,학생,전문의,8000+,1,0.8507,2,0.1156,5,0.6217,1,0.7181,5,0.6644,4,0.7229,2,0.1037,3,0.102,2,0.6167,5,0.0729,3,0.086,3,0.9936,4,0.3008,2,0.8726,2,0.7357,4,0.8349,1,3,5,1,3,1,4,3,2,5,2,5,1,5,3,3,3,N,대구,시군구1,행정동4,상권유형A,Friday,N,292,30,125510,6,P45365,음료,22575,2,300,서비스,210,주택,121,과자
580,202007,12-18,57225,10대,M,직장인,자영업자,6000-8000,4,0.7521,5,0.9559,2,0.1568,1,0.7138,1,0.5553,2,0.9937,4,0.2769,3,0.0629,2,0.4097,5,0.3736,3,0.376,3,0.8154,4,0.502,1,0.5097,4,0.789,1,0.9671,1,3,3,1,4,5,1,5,5,1,4,5,3,2,1,4,4,Y,경남,시군구2,행정동5,상권유형B,Wednesday,N,40,41,157980,1,P23402,음료,23430,1,200,생활,110,음료,121,과자
581,202007,06-12,38985,30대,F,직장인,사무직,0-2000,3,0.6982,3,0.809,2,0.5841,5,0.5154,1,0.4949,2,0.438,5,0.7774,5,0.2083,3,0.1936,2,0.5815,1,0.1331,3,0.7223,4,0.0137,1,0.3219,5,0.9185,3,0.2094,3,4,1,1,4,2,1,4,5,4,1,5,4,5,3,2,5,Y,울산,시군구2,행정동4,상권유형A,Monday,N,274,6,130329,9,P53998,음료,4496,2,200,생활,310,헬스,211,의류
582,202104,00-06,46719,20대,F,취업준비,서비스직,0-2000,3,0.3846,4,0.8389,4,0.3616,3,0.2255,5,0.7636,4,0.4276,3,0.3233,4,0.7006,4,0.9796,3,0.2125,1,0.4759,5,0.1233,3,0.2524,3,0.0164,5,0.4986,2,0.6328,5,3,2,2,5,3,4,1,1,3,2,2,2,4,4,1,2,N,강원,시군구3,행정동5,상권유형A,Wednesday,N,414,96,140120,5,P17318,간식,42417,4,300,서비스,210,주택,111,콜라
583,202007,12-18,29830,40대,F,자영업,자영업자,2000-4000,5,0.3243,5,0.7949,1,0.5344,1,0.1323,2,0.3333,1,0.2818,4,0.4708,5,0.696,3,0.4038,1,0.7311,2,0.1415,1,0.8326,5,0.3359,3,0.5978,5,0.104,5,0.8019,5,1,3,1,4,4,2,4,3,1,1,5,1,3,3,3,4,N,강원,시군구2,행정동5,상권유형B,Wednesday,Y,225,34,146429,8,P34771,도시락,4239,2,100,식음료,110,음료,122,초콜릿
584,202006,06-12,66216,20대,M,자영업,서비스직,0-2000,1,0.717,5,0.2082,3,0.0019,5,0.9573,5,0.3828,4,0.6251,5,0.6566,1,0.8614,3,0.3353,2,0.2295,4,0.109,3,0.3056,5,0.4638,1,0.7825,4,0.0387,3,0.5544,5,1,2,3,3,5,2,1,1,4,3,1,4,4,4,2,4,Y,강원,시군구4,행정동1,상권유형C,Friday,Y,308,16,181827,7,P36464,간식,16082,1,200,생활,120,스낵,122,초콜릿
585,202010,12-18,35692,40대,M,자영업,사무직,0-2000,4,0.7167,5,0.6326,5,0.8484,5,0.6558,5,0.8656,3,0.4861,4,0.7885,3,0.7564,1,0.169,2,0.8407,1,0.6978,2,0.4189,5,0.002,3,0.6501,1,0.1869,2,0.9354,2,4,5,5,3,4,4,4,2,5,5,2,4,4,1,5,3,N,광주,시군구5,행정동5,상권유형A,Sunday,N,109,61,183726,5,P55844,간식,42913,4,300,서비스,220,의류,122,초콜릿
586,202105,06-12,55885,30대,F,직장인,사무직,0-2000,2,0.9506,5,0.7567,1,0.3619,4,0.8092,3,0.9722,2,0.7288,2,0.3071,4,0.5355,3,0.9978,5,0.3483,5,0.158,1,0.4628,1,0.5654,2,0.7877,3,0.8292,2,0.5119,3,5,3,4,4,2,2,3,2,3,5,4,5,5,3,5,5,N,대전,시군구4,행정동3,상권유형B,Monday,N,290,84,162651,2,P11000,간식,2361,2,300,서비스,210,주택,111,콜라
587,202102,18-24,37611,30대,M,직장인,자영업자,6000-8000,5,0.5687,5,0.7457,5,0.1402,1,0.697,5,0.7764,5,0.3565,2,0.731,1,0.3126,4,0.8561,1,0.5986,5,0.1548,3,0.3313,1,0.1976,5,0.155,2,0.5743,1,0.2705,5,3,2,2,3,4,2,3,4,2,1,2,5,4,5,2,3,N,대구,시군구4,행정동3,상권유형A,Friday,Y,92,12,194186,5,P38178,음료,4979,1,300,서비스,110,음료,112,사이다
588,202007,00-06,32750,30대,F,직장인,사무직,4000-6000,5,0.2946,5,0.2716,3,0.4379,1,0.8295,5,0.2171,4,0.1308,4,0.2861,3,0.0058,3,0.07,2,0.5442,1,0.5925,1,0.1084,3,0.5973,2,0.9717,1,0.1401,3,0.4716,5,1,4,3,1,2,2,2,2,2,1,1,4,2,2,3,4,N,전북,시군구1,행정동2,상권유형B,Friday,N,360,53,125212,3,P75903,음료,42265,1,100,식음료,120,스낵,211,의류
589,202104,18-24,97053,40대,F,취업준비,사무직,4000-6000,3,0.4895,4,0.1811,5,0.4862,2,0.1625,1,0.1127,1,0.8624,2,0.6445,1,0.6471,5,0.5658,3,0.2964,1,0.0436,2,0.1994,4,0.2392,5,0.2113,2,0.1326,2,0.4879,3,1,4,4,5,3,2,5,2,4,3,1,1,1,3,3,1,N,대전,시군구5,행정동3,상권유형B,Sunday,N,266,47,165434,3,P46787,간식,13933,2,200,생활,220,의류,122,초콜릿
590,202104,00-06,35227,30대,F,직장인,전문의,8000+,2,0.6137,1,0.3281,4,0.6374,1,0.497,1,0.2092,4,0.828,2,0.4509,5,0.2897,4,0.1474,5,0.4391,5,0.033,4,0.8035,2,0.4027,3,0.2668,5,0.8915,3,0.2537,3,5,3,5,2,4,4,1,4,4,2,5,2,5,4,2,5,Y,서울,시군구3,행정동3,상권유형C,Wednesday,N,302,14,140208,4,P63940,생필품,45587,1,200,생활,210,주택,211,의류
591,202103,12-18,7981,30대,M,학생,사무직,4000-6000,2,0.4267,1,0.4798,1,0.5246,3,0.6671,2,0.4228,3,0.351,3,0.9266,4,0.2501,5,0.7158,5,0.846,1,0.4314,2,0.6523,1,0.6236,5,0.5123,3,0.52,2,0.787,1,4,5,3,4,3,1,5,4,2,2,3,4,4,4,1,5,N,서울,시군구1,행정동3,상권유형C,Tuesday,N,160,28,142130,3,P87381,음료,7960,3,100,식음료,210,주택,122,초콜릿
592,202104,06-12,38480,50대,F,은퇴,전문의,4000-6000,1,0.7911,4,0.5738,4,0.0435,2,0.1034,3,0.2367,4,0.6904,4,0.9821,1,0.9748,3,0.4841,5,0.5483,1,0.3651,4,0.9428,1,0.6566,3,0.0052,4,0.1719,3,0.6177,1,1,5,1,3,1,5,1,1,4,4,1,3,1,1,5,5,N,제주,시군구4,행정동4,상권유형C,Sunday,N,175,62,172324,8,P55688,간식,8608,2,200,생활,220,의류,111,콜라
593,202008,06-12,53682,40대,F,취업준비,전문의,2000-4000,5,0.5846,2,0.837,1,0.8715,4,0.15,4,0.901,3,0.4924,2,0.7741,3,0.1742,3,0.1104,2,0.0556,1,0.5446,2,0.8211,3,0.0306,1,0.4424,3,0.8967,4,0.3704,3,2,3,5,1,1,4,2,2,4,2,4,1,4,1,4,5,N,울산,시군구3,행정동4,상권유형B,Monday,N,329,98,133365,9,P89041,음료,28967,3,100,식음료,220,의류,211,의류
594,202105,00-06,10369,20대,F,자영업,전문의,4000-6000,1,0.0094,5,0.769,2,0.4565,1,0.634,1,0.6707,5,0.761,1,0.9155,1,0.0324,3,0.557,2,0.713,4,0.9935,3,0.4022,5,0.5351,4,0.1957,2,0.7207,4,0.4217,3,4,4,3,5,1,1,3,4,1,3,2,3,5,4,3,4,N,충북,시군구5,행정동4,상권유형C,Thursday,N,309,14,124224,2,P98818,음료,47694,2,200,생활,210,주택,211,의류
595,202009,12-18,31262,60대,F,은퇴,생산직,0-2000,3,0.5698,5,0.6762,5,0.077,4,0.8687,1,0.4167,5,0.3901,4,0.1365,5,0.9494,2,0.9107,3,0.1825,1,0.4347,5,0.7862,3,0.8166,3,0.749,3,0.4778,5,0.3717,3,4,1,1,1,1,3,3,1,2,1,2,4,4,3,1,4,Y,강원,시군구4,행정동3,상권유형A,Friday,N,346,63,147809,2,P57535,도시락,38121,1,200,생활,220,의류,122,초콜릿
596,202103,00-06,17440,30대,M,직장인,자영업자,4000-6000,3,0.6336,4,0.2635,5,0.7728,5,0.6604,2,0.2738,1,0.5356,2,0.6545,1,0.306,3,0.3412,2,0.4861,1,0.5761,2,0.5764,4,0.2064,5,0.7578,5,0.4651,1,0.4479,2,2,3,2,5,4,1,2,3,2,5,5,4,2,5,3,5,N,경북,시군구5,행정동5,상권유형A,Monday,N,70,88,109163,1,P53369,간식,30666,1,300,서비스,310,헬스,111,콜라
597,202012,12-18,50564,10대,F,은퇴,전문의,8000+,4,0.9153,4,0.4789,1,0.6602,1,0.0362,2,0.3807,3,0.0578,4,0.1984,4,0.3934,1,0.0508,1,0.4685,2,0.9192,3,0.2863,1,0.532,2,0.6157,2,0.6727,1,0.5281,2,4,3,3,5,1,1,2,3,4,1,3,5,1,5,2,4,N,경남,시군구5,행정동5,상권유형C,Wednesday,N,94,75,156383,4,P38494,도시락,13626,1,300,서비스,110,음료,211,의류
598,202103,12-18,72588,30대,F,직장인,생산직,4000-6000,5,0.4137,2,0.3354,2,0.6494,4,0.9704,5,0.4761,2,0.1749,1,0.277,1,0.0809,3,0.9452,5,0.4865,4,0.4832,4,0.9751,2,0.4476,1,0.4217,2,0.3383,3,0.3309,3,5,3,5,3,2,4,3,4,4,1,1,1,5,1,2,2,N,전남,시군구2,행정동5,상권유형C,Monday,N,148,81,171114,6,P88268,도시락,3925,2,200,생활,220,의류,211,의류
599,202101,18-24,96879,20대,F,학생,사무직,2000-4000,3,0.5745,3,0.2349,1,0.4269,3,0.1395,2,0.7138,3,0.7818,2,0.5228,1,0.4041,1,0.1418,1,0.031,5,0.7811,2,0.9285,4,0.8499,1,0.3102,5,0.9999,3,0.8182,5,5,5,5,5,2,2,1,4,3,3,5,5,2,2,5,1,N,제주,시군구2,행정동4,상권유형A,Saturday,Y,194,91,115373,3,P80384,스낵,39211,3,200,생활,120,스낵,211,의류
600,202101,12-18,39520,20대,F,학생,서비스직,6000-8000,4,0.475,5,0.0102,2,0.4105,1,0.2326,5,0.0893,1,0.3816,4,0.742,5,0.9722,3,0.4751,1,0.2724,2,0.5487,2,0.1122,3,0.4388,4,0.8275,2,0.7846,4,0.9284,5,5,3,1,5,1,3,1,3,2,5,1,3,5,5,4,5,N,인천,시군구2,행정동2,상권유형A,Tuesday,N,269,65,140665,5,P27043,간식,6323,3,300,서비스,110,음료,112,사이다
601,202101,06-12,86462,40대,M,학생,사무직,8000+,3,0.5317,5,0.3395,5,0.5363,2,0.975,1,0.8488,3,0.0351,1,0.7215,2,0.694,5,0.5447,5,0.0507,2,0.6372,4,0.8394,1,0.9438,2,0.5071,5,0.641,2,0.5228,1,2,3,4,5,5,2,2,3,3,4,4,2,3,2,2,1,N,경기,시군구2,행정동5,상권유형C,Friday,Y,260,4,127784,4,P68614,스낵,9160,2,100,식음료,120,스낵,211,의류
602,202103,12-18,22239,20대,F,은퇴,사무직,4000-6000,3,0.0673,2,0.2561,1,0.0506,4,0.771,1,0.1276,1,0.1676,2,0.8695,1,0.4738,3,0.2371,4,0.415,3,0.9325,1,0.0777,2,0.6524,4,0.4965,5,0.6875,3,0.7114,2,1,3,5,4,1,2,1,4,5,3,1,5,4,1,2,5,N,광주,시군구4,행정동5,상권유형B,Tuesday,N,35,24,112427,1,P33832,간식,22321,1,100,식음료,310,헬스,111,콜라
603,202102,18-24,78269,50대,M,직장인,서비스직,2000-4000,1,0.8973,5,0.5719,4,0.299,5,0.9366,5,0.2625,4,0.4116,4,0.5593,4,0.3075,4,0.1774,4,0.6213,3,0.0007,2,0.9288,4,0.5614,1,0.1134,1,0.9961,4,0.9305,3,2,4,4,5,1,4,1,2,5,2,2,1,2,1,4,5,Y,경북,시군구5,행정동2,상권유형C,Friday,N,18,41,113157,3,P99092,스낵,18158,1,300,서비스,220,의류,121,과자
604,202007,06-12,56704,60대,M,취업준비,서비스직,6000-8000,2,0.9104,3,0.0623,5,0.9879,2,0.8066,2,0.9936,3,0.7179,4,0.9263,2,0.366,3,0.1131,1,0.6541,4,0.9009,3,0.6242,4,0.2919,1,0.2184,4,0.0108,4,0.1919,2,1,2,4,4,2,4,1,3,1,2,5,1,4,3,4,1,Y,광주,시군구3,행정동5,상권유형C,Saturday,N,411,96,147946,7,P39567,도시락,43399,1,300,서비스,210,주택,122,초콜릿
605,202103,00-06,76059,40대,F,직장인,사무직,0-2000,3,0.5481,5,0.2705,5,0.6622,1,0.6517,1,0.1902,5,0.3635,2,0.8879,3,0.6112,5,0.07,2,0.0645,2,0.4977,2,0.1666,5,0.5965,4,0.3605,1,0.0228,3,0.1897,2,3,2,4,5,1,1,5,3,3,4,1,4,3,2,5,5,N,전남,시군구5,행정동3,상권유형B,Monday,N,290,21,154719,8,P17614,생필품,12522,2,200,생활,120,스낵,112,사이다
606,202012,18-24,75798,40대,M,취업준비,서비스직,8000+,1,0.5566,3,0.0448,2,0.4189,2,0.2846,3,0.1011,5,0.7452,1,0.8491,5,0.2545,2,0.5081,2,0.1189,4,0.6068,3,0.8173,2,0.1312,2,0.6989,5,0.785,3,0.0726,1,4,3,3,1,2,5,1,2,4,3,5,4,2,5,4,3,Y,인천,시군구4,행정동4,상권유형A,Saturday,Y,23,85,156031,4,P99129,스낵,32779,2,300,서비스,210,주택,211,의류
607,202009,00-06,53710,40대,M,은퇴,전문의,2000-4000,2,0.0576,4,0.6414,4,0.2224,5,0.3269,1,0.6384,4,0.8581,1,0.2295,4,0.1519,5,0.842,4,0.6615,5,0.4501,4,0.5158,5,0.4162,3,0.8453,1,0.2094,1,0.4421,3,2,2,4,3,1,3,1,4,2,4,2,1,4,5,3,2,N,전북,시군구2,행정동2,상권유형B,Friday,N,426,63,106565,6,P64700,생필품,22989,3,300,서비스,210,주택,121,과자
608,202012,12-18,26484,70대,F,은퇴,서비스직,2000-4000,3,0.598,1,0.5682,3,0.7452,3,0.9473,1,0.3931,3,0.3411,3,0.5314,2,0.6962,4,0.1268,3,0.5312,4,0.2609,5,0.0595,5,0.2844,1,0.9929,5,0.6852,3,0.3311,5,1,4,3,3,2,2,4,4,5,3,2,5,3,1,4,3,N,서울,시군구5,행정동2,상권유형A,Monday,Y,186,71,102575,5,P91684,음료,12319,4,300,서비스,210,주택,111,콜라
609,202105,00-06,53092,30대,F,학생,서비스직,6000-8000,3,0.4292,2,0.3375,1,0.2603,3,0.8606,3,0.0918,4,0.8004,4,0.7362,2,0.8695,5,0.7006,2,0.8334,4,0.066,4,0.7984,2,0.6703,1,0.4274,4,0.5033,3,0.5605,5,3,5,5,5,1,1,3,5,3,2,5,5,4,5,2,3,N,전남,시군구3,행정동3,상권유형C,Tuesday,N,331,11,112020,3,P90267,도시락,49059,4,200,생활,210,주택,211,의류
610,202104,00-06,82852,20대,M,자영업,사무직,0-2000,5,0.709,4,0.1473,2,0.1624,1,0.3595,3,0.0037,4,0.1269,3,0.9761,2,0.9015,1,0.4126,4,0.2051,1,0.9451,3,0.7883,2,0.764,1,0.4532,3,0.3187,1,0.4511,1,1,2,2,3,5,3,3,3,2,1,4,4,1,1,1,5,N,경북,시군구1,행정동1,상권유형B,Saturday,Y,227,37,179112,7,P50373,도시락,39839,2,300,서비스,220,의류,111,콜라
611,202104,18-24,97095,30대,M,취업준비,사무직,2000-4000,5,0.0471,5,0.9579,4,0.1545,4,0.3733,3,0.0792,1,0.4153,3,0.0116,4,0.8414,5,0.0352,4,0.1203,5,0.6239,4,0.4821,5,0.9286,2,0.7661,2,0.2313,5,0.1902,4,2,3,4,3,4,4,4,4,5,2,2,2,1,4,1,3,Y,충북,시군구4,행정동1,상권유형B,Thursday,N,96,46,164417,4,P49749,생필품,36971,3,200,생활,210,주택,211,의류
612,202011,00-06,92822,30대,M,학생,사무직,0-2000,4,0.7109,1,0.5844,4,0.7293,3,0.2977,3,0.5227,2,0.0976,1,0.3271,4,0.5306,5,0.536,4,0.362,4,0.8735,2,0.7311,2,0.2221,2,0.3212,2,0.7767,4,0.3912,5,5,2,1,4,4,1,4,2,4,2,4,5,4,5,1,1,N,강원,시군구5,행정동3,상권유형B,Monday,Y,340,48,149151,1,P86000,스낵,23218,1,100,식음료,110,음료,211,의류
613,202103,12-18,18965,20대,F,은퇴,생산직,2000-4000,1,0.2869,1,0.6791,3,0.6428,3,0.3261,1,0.2309,5,0.0525,2,0.3424,3,0.7888,2,0.252,1,0.6371,4,0.2908,3,0.0401,3,0.8848,2,0.5405,3,0.171,4,0.0289,4,5,4,3,4,3,2,3,5,1,3,3,1,5,2,5,2,N,경기,시군구2,행정동5,상권유형C,Friday,Y,182,87,103103,4,P44125,도시락,10685,4,100,식음료,120,스낵,211,의류
614,202010,12-18,60142,40대,M,학생,전문의,4000-6000,3,0.6517,4,0.5313,4,0.0698,5,0.8607,2,0.7776,2,0.0645,1,0.2885,2,0.9264,4,0.6053,4,0.486,1,0.278,5,0.3181,5,0.846,2,0.677,5,0.1587,3,0.5374,1,4,2,5,3,4,5,5,5,1,2,1,4,1,1,5,3,N,충북,시군구2,행정동1,상권유형B,Saturday,N,78,34,102554,2,P30987,도시락,32484,4,300,서비스,110,음료,112,사이다
615,202102,00-06,11354,10대,F,취업준비,자영업자,0-2000,4,0.6271,3,0.8065,4,0.115,3,0.0105,2,0.8575,1,0.1048,3,0.8174,1,0.0234,3,0.3493,2,0.0986,3,0.3358,1,0.6732,2,0.8624,3,0.2362,5,0.4419,5,0.2711,2,2,3,2,5,5,1,2,3,5,4,2,5,1,1,2,3,N,충북,시군구4,행정동2,상권유형C,Thursday,N,112,87,139273,5,P60970,음료,48338,3,100,식음료,310,헬스,121,과자
616,202101,00-06,67225,60대,F,학생,전문의,2000-4000,3,0.2268,5,0.8964,2,0.6338,5,0.4361,2,0.1448,5,0.8357,2,0.0451,5,0.4121,1,0.6665,2,0.0713,4,0.231,2,0.2306,5,0.7405,5,0.2796,3,0.1193,1,0.1124,4,1,2,4,5,1,5,2,4,4,3,2,3,2,2,5,3,N,경기,시군구5,행정동2,상권유형C,Monday,N,410,85,186178,5,P63334,생필품,13671,3,100,식음료,120,스낵,122,초콜릿
617,202008,18-24,99241,30대,F,직장인,전문의,6000-8000,3,0.4405,1,0.3827,2,0.5711,3,0.9428,3,0.337,5,0.5437,1,0.3594,4,0.2041,3,0.9185,5,0.6777,4,0.498,2,0.4504,1,0.2677,1,0.3562,2,0.6415,5,0.0659,5,4,4,3,4,3,2,3,3,5,2,3,2,1,5,4,5,N,강원,시군구2,행정동2,상권유형C,Monday,N,260,64,111089,5,P83974,도시락,34226,2,300,서비스,310,헬스,211,의류
618,202009,12-18,6205,10대,M,직장인,무직,8000+,3,0.8356,2,0.69,5,0.686,2,0.5426,2,0.1466,4,0.9474,4,0.7117,4,0.9968,4,0.2445,3,0.297,1,0.9362,5,0.9319,2,0.8779,5,0.5777,3,0.992,2,0.7144,2,3,2,1,5,1,3,5,1,5,1,5,3,2,3,1,2,N,부산,시군구3,행정동1,상권유형C,Wednesday,N,213,31,158525,2,P24567,도시락,42997,4,200,생활,120,스낵,112,사이다
619,202006,00-06,66000,20대,F,취업준비,서비스직,0-2000,3,0.6056,1,0.2299,5,0.178,5,0.4504,4,0.2867,4,0.538,2,0.4067,1,0.9296,2,0.9398,4,0.6695,1,0.8761,2,0.8268,2,0.5995,3,0.2704,5,0.7479,5,0.2473,2,4,2,1,1,3,4,5,5,4,1,3,1,4,3,2,5,N,경기,시군구4,행정동1,상권유형B,Thursday,N,390,10,157225,9,P53774,생필품,22981,4,300,서비스,120,스낵,121,과자
620,202007,18-24,94606,20대,M,학생,자영업자,6000-8000,3,0.0687,4,0.6519,1,0.7266,4,0.3124,5,0.2392,2,0.6287,5,0.1441,2,0.8022,2,0.2043,2,0.2949,3,0.4951,2,0.558,3,0.7406,3,0.2082,3,0.6032,1,0.6588,2,1,4,1,3,5,5,4,4,5,1,1,1,4,1,2,5,N,울산,시군구5,행정동3,상권유형C,Saturday,N,126,24,196325,2,P61768,음료,4458,3,300,서비스,210,주택,112,사이다
621,202011,06-12,84871,30대,M,학생,무직,0-2000,1,0.4429,5,0.3992,4,0.9361,4,0.0739,4,0.7869,2,0.1845,3,0.6109,2,0.2959,3,0.0707,5,0.3148,4,0.3488,5,0.5767,2,0.2053,4,0.1495,5,0.3946,2,0.8155,5,5,3,3,1,4,4,1,3,5,2,4,2,4,4,5,5,N,경남,시군구1,행정동3,상권유형C,Friday,N,76,61,129767,3,P96444,간식,45854,1,200,생활,310,헬스,122,초콜릿
622,202011,00-06,39855,10대,M,은퇴,전문의,4000-6000,3,0.3118,1,0.0068,1,0.6011,2,0.2245,2,0.3455,5,0.5406,1,0.5226,3,0.9521,5,0.1927,2,0.2098,2,0.6117,5,0.887,5,0.1574,4,0.8093,1,0.988,3,0.5,1,5,4,2,4,4,2,4,2,3,2,3,1,3,1,4,3,N,광주,시군구1,행정동4,상권유형A,Tuesday,Y,50,22,128121,3,P30002,음료,5774,4,200,생활,110,음료,122,초콜릿
623,202007,18-24,11288,30대,M,은퇴,무직,8000+,2,0.6416,2,0.9555,5,0.1961,4,0.0905,3,0.4956,5,0.3853,4,0.9818,4,0.0293,1,0.8149,1,0.9837,4,0.6123,1,0.8631,4,0.2769,5,0.886,3,0.8799,4,0.1331,2,3,4,5,1,1,1,1,4,4,1,2,4,1,4,2,5,N,제주,시군구5,행정동5,상권유형A,Friday,Y,51,90,160328,5,P65828,생필품,38260,4,200,생활,220,의류,121,과자
624,202011,00-06,92466,20대,F,은퇴,사무직,6000-8000,4,0.6146,5,0.8684,3,0.6795,3,0.1267,3,0.6739,3,0.9314,4,0.7485,5,0.188,5,0.6776,2,0.0161,5,0.6838,5,0.0883,4,0.5114,5,0.9047,1,0.8206,1,0.6145,1,1,2,4,3,5,4,5,3,5,4,2,4,3,5,5,3,N,경남,시군구3,행정동1,상권유형C,Monday,N,462,40,141260,4,P62717,생필품,24189,2,200,생활,220,의류,211,의류
